date,state,deaths_new,deaths_bid,deaths_pvax,deaths_fvax,deaths_tat
2020-03-30,Melaka,0,0,0,0,0
2020-03-30,Negeri Sembilan,1,0,0,0,0
2020-03-30,Pahang,0,0,0,0,0
2020-03-30,Perak,0,0,0,0,0
2020-03-30,Perlis,0,0,0,0,0
2020-03-30,Penang,0,0,0,0,0
2020-03-30,Sabah,0,0,0,0,0
2020-03-30,Sarawak,2,0,0,0,0
2020-03-30,Selangor,1,0,0,0,0
2020-03-30,Terengganu,0,0,0,0,0
2020-03-30,Kuala Lumpur,0,0,0,0,0
2020-03-30,Labuan,0,0,0,0,0
2020-03-30,Putrajaya,0,0,0,0,0
2020-03-31,Johor,1,0,0,0,0
2020-03-31,Kedah,0,0,0,0,0
2020-03-31,Kelantan,0,0,0,0,0
2020-03-31,Melaka,0,0,0,0,0
2020-03-31,Negeri Sembilan,0,0,0,0,0
2020-03-31,Pahang,0,0,0,0,0
2020-03-31,Perak,0,0,0,0,0
2020-03-31,Perlis,0,0,0,0,0
2020-03-31,Penang,0,0,0,0,0
2020-03-31,Sabah,0,0,0,0,0
2020-03-31,Sarawak,1,0,0,0,0
2020-03-31,Selangor,1,0,0,0,0
2020-03-31,Terengganu,0,0,0,0,0
2020-03-31,Kuala Lumpur,2,0,0,0,0
2020-03-31,Labuan,0,0,0,0,0
2020-03-31,Putrajaya,0,0,0,0,0
2020-04-01,Johor,0,0,0,0,0
2020-04-01,Kedah,0,0,0,0,0
2020-04-01,Kelantan,0,0,0,0,0
2020-04-01,Melaka,0,0,0,0,0
2020-04-01,Negeri Sembilan,0,0,0,0,0
2020-04-01,Pahang,0,0,0,0,0
2020-04-01,Perak,0,0,0,0,0
2020-04-01,Perlis,0,0,0,0,0
2020-04-01,Penang,0,0,0,0,0
2020-04-01,Sabah,0,0,0,0,0
2020-04-01,Sarawak,1,0,0,0,0
2020-04-01,Selangor,1,0,0,0,0
2020-04-01,Terengganu,0,0,0,0,0
2020-04-01,Kuala Lumpur,0,0,0,0,0
2020-04-01,Labuan,0,0,0,0,0
2020-04-01,Putrajaya,0,0,0,0,0
2020-04-02,Johor,1,0,0,0,0
2020-04-02,Kedah,0,0,0,0,0
2020-04-02,Kelantan,0,0,0,0,0
2020-04-02,Melaka,0,0,0,0,0
2020-04-02,Negeri Sembilan,1,0,0,0,0
2020-04-02,Pahang,0,0,0,0,0
2020-04-02,Perak,0,0,0,0,0
2020-04-02,Perlis,0,0,0,0,0
2020-04-02,Penang,0,0,0,0,0
2020-04-02,Sabah,0,0,0,0,0
2020-04-02,Sarawak,0,0,0,0,0
2020-04-02,Selangor,0,0,0,0,0
2020-04-02,Terengganu,0,0,0,0,0
2020-04-02,Kuala Lumpur,0,0,0,0,0
2020-04-02,Labuan,0,0,0,0,0
2020-04-02,Putrajaya,0,0,0,0,0
2020-04-03,Johor,0,0,0,0,0
2020-04-03,Kedah,0,0,0,0,0
2020-04-03,Kelantan,1,0,0,0,0
2020-04-03,Melaka,0,0,0,0,0
2020-04-03,Negeri Sembilan,1,0,0,0,0
2020-04-03,Pahang,1,0,0,0,0
2020-04-03,Perak,1,0,0,0,0
2020-04-03,Perlis,0,0,0,0,0
2020-04-03,Penang,0,0,0,0,0
2020-04-03,Sabah,0,0,0,0,0
2020-04-03,Sarawak,1,0,0,0,0
2020-04-03,Selangor,0,0,0,0,0
2020-04-03,Terengganu,0,0,0,0,0
2020-04-03,Kuala Lumpur,0,0,0,0,0
2020-04-03,Labuan,0,0,0,0,0
2020-04-03,Putrajaya,0,0,0,0,0
2020-04-04,Johor,0,0,0,0,0
2020-04-04,Kedah,0,0,0,0,0
2020-04-04,Kelantan,0,0,0,0,0
2020-04-04,Melaka,0,0,0,0,0
2020-04-04,Negeri Sembilan,0,0,0,0,0
2020-04-04,Pahang,0,0,0,0,0
2020-04-04,Perak,0,0,0,0,0
2020-04-04,Perlis,0,0,0,0,0
2020-04-04,Penang,0,0,0,0,0
2020-04-04,Sabah,1,0,0,0,0
2020-04-04,Sarawak,1,0,0,0,0
2020-04-04,Selangor,0,0,0,0,0
2020-04-04,Terengganu,0,0,0,0,0
2020-04-04,Kuala Lumpur,1,0,0,0,0
2020-04-04,Labuan,0,0,0,0,0
2020-04-04,Putrajaya,0,0,0,0,0
2020-04-05,Johor,0,0,0,0,0
2020-04-05,Kedah,0,0,0,0,0
2020-04-05,Kelantan,0,0,0,0,0
2020-04-05,Melaka,0,0,0,0,0
2020-04-05,Negeri Sembilan,0,0,0,0,0
2020-04-05,Pahang,0,0,0,0,0
2020-04-05,Perak,0,0,0,0,0
2020-04-05,Perlis,0,0,0,0,0
2020-04-05,Penang,0,0,0,0,0
2020-04-05,Sabah,0,0,0,0,0
2020-04-05,Sarawak,1,0,0,0,0
2020-04-05,Selangor,0,0,0,0,0
2020-04-05,Terengganu,1,0,0,0,0
2020-04-05,Kuala Lumpur,0,0,0,0,0
2020-04-05,Labuan,0,0,0,0,0
2020-04-05,Putrajaya,0,0,0,0,0
2020-04-06,Johor,0,0,0,0,0
2020-04-06,Kedah,0,0,0,0,0
2020-04-06,Kelantan,0,0,0,0,0
2020-04-06,Melaka,0,0,0,0,0
2020-04-06,Negeri Sembilan,0,0,0,0,0
2020-04-06,Pahang,0,0,0,0,0
2020-04-06,Perak,0,0,0,0,0
2020-04-06,Perlis,1,0,0,0,0
2020-04-06,Penang,0,0,0,0,0
2020-04-06,Sabah,1,1,0,0,0
2020-04-06,Sarawak,0,0,0,0,0
2020-04-06,Selangor,0,0,0,0,0
2020-04-06,Terengganu,0,0,0,0,0
2020-04-06,Kuala Lumpur,0,0,0,0,0
2020-04-06,Labuan,0,0,0,0,0
2020-04-06,Putrajaya,0,0,0,0,0
2020-04-07,Johor,0,0,0,0,0
2020-04-07,Kedah,0,0,0,0,0
2020-04-07,Kelantan,0,0,0,0,0
2020-04-07,Melaka,0,0,0,0,0
2020-04-07,Negeri Sembilan,1,0,0,0,0
2020-04-07,Pahang,0,0,0,0,0
2020-04-07,Perak,0,0,0,0,0
2020-04-07,Perlis,0,0,0,0,0
2020-04-07,Penang,0,0,0,0,0
2020-04-07,Sabah,0,0,0,0,0
2020-04-07,Sarawak,0,0,0,0,0
2020-04-07,Selangor,0,0,0,0,0
2020-04-07,Terengganu,0,0,0,0,0
2020-04-07,Kuala Lumpur,0,0,0,0,0
2020-04-07,Labuan,0,0,0,0,0
2020-04-07,Putrajaya,0,0,0,0,0
2020-04-08,Johor,0,0,0,0,0
2020-04-08,Kedah,0,0,0,0,0
2020-04-08,Kelantan,0,0,0,0,0
2020-04-08,Melaka,0,0,0,0,0
2020-04-08,Negeri Sembilan,0,0,0,0,0
2020-04-08,Pahang,0,0,0,0,0
2020-04-08,Perak,0,0,0,0,0
2020-04-08,Perlis,0,0,0,0,0
2020-04-08,Penang,0,0,0,0,0
2020-04-08,Sabah,0,0,0,0,0
2020-04-08,Sarawak,0,0,0,0,0
2020-04-08,Selangor,0,0,0,0,0
2020-04-08,Terengganu,0,0,0,0,0
2020-04-08,Kuala Lumpur,1,0,0,0,0
2020-04-08,Labuan,0,0,0,0,0
2020-04-08,Putrajaya,0,0,0,0,0
2020-04-09,Johor,0,0,0,0,0
2020-04-09,Kedah,0,0,0,0,0
2020-04-09,Kelantan,0,0,0,0,0
2020-04-09,Melaka,1,0,0,0,0
2020-04-09,Negeri Sembilan,0,0,0,0,0
2020-04-09,Pahang,0,0,0,0,0
2020-04-09,Perak,0,0,0,0,0
2020-04-09,Perlis,0,0,0,0,0
2020-04-09,Penang,0,0,0,0,0
2020-04-09,Sabah,0,0,0,0,0
2020-04-09,Sarawak,1,0,0,0,0
2020-04-09,Selangor,0,0,0,0,0
2020-04-09,Terengganu,0,0,0,0,0
2020-04-09,Kuala Lumpur,0,0,0,0,0
2020-04-09,Labuan,0,0,0,0,0
2020-04-09,Putrajaya,0,0,0,0,0
2020-04-10,Johor,0,0,0,0,0
2020-04-10,Kedah,0,0,0,0,0
2020-04-10,Kelantan,0,0,0,0,0
2020-04-10,Melaka,0,0,0,0,0
2020-04-10,Negeri Sembilan,0,0,0,0,0
2020-04-10,Pahang,0,0,0,0,0
2020-04-10,Perak,0,0,0,0,0
2020-04-10,Perlis,0,0,0,0,0
2020-04-10,Penang,0,0,0,0,0
2020-04-10,Sabah,1,0,0,0,0
2020-04-10,Sarawak,0,0,0,0,0
2020-04-10,Selangor,2,0,0,0,0
2020-04-10,Terengganu,0,0,0,0,0
2020-04-10,Kuala Lumpur,0,0,0,0,0
2020-04-10,Labuan,0,0,0,0,0
2020-04-10,Putrajaya,0,0,0,0,0
2020-04-11,Johor,0,0,0,0,0
2020-04-11,Kedah,0,0,0,0,0
2020-04-11,Kelantan,0,0,0,0,0
2020-04-11,Melaka,0,0,0,0,0
2020-04-11,Negeri Sembilan,1,0,0,0,0
2020-04-11,Pahang,0,0,0,0,0
2020-04-11,Perak,1,0,0,0,0
2020-04-11,Perlis,0,0,0,0,0
2020-04-11,Penang,0,0,0,0,0
2020-04-11,Sabah,0,0,0,0,0
2020-04-11,Sarawak,0,0,0,0,0
2020-04-11,Selangor,0,0,0,0,0
2020-04-11,Terengganu,0,0,0,0,0
2020-04-11,Kuala Lumpur,1,0,0,0,0
2020-04-11,Labuan,0,0,0,0,0
2020-04-11,Putrajaya,0,0,0,0,0
2020-04-12,Johor,0,0,0,0,0
2020-04-12,Kedah,0,0,0,0,0
2020-04-12,Kelantan,0,0,0,0,0
2020-04-12,Melaka,0,0,0,0,0
2020-04-12,Negeri Sembilan,1,0,0,0,0
2020-04-12,Pahang,0,0,0,0,0
2020-04-12,Perak,1,0,0,0,0
2020-04-12,Perlis,0,0,0,0,0
2020-04-12,Penang,0,0,0,0,0
2020-04-12,Sabah,0,0,0,0,0
2020-04-12,Sarawak,1,0,0,0,0
2020-04-12,Selangor,0,0,0,0,0
2020-04-12,Terengganu,0,0,0,0,0
2020-04-12,Kuala Lumpur,2,0,0,0,0
2020-04-12,Labuan,0,0,0,0,0
2020-04-12,Putrajaya,0,0,0,0,0
2020-04-13,Johor,0,0,0,0,0
2020-04-13,Kedah,0,0,0,0,0
2020-04-13,Kelantan,0,0,0,0,0
2020-04-13,Melaka,1,0,0,0,0
2020-04-13,Negeri Sembilan,0,0,0,0,0
2020-04-13,Pahang,0,0,0,0,0
2020-04-13,Perak,0,0,0,0,0
2020-04-13,Perlis,0,0,0,0,0
2020-04-13,Penang,0,0,0,0,0
2020-04-13,Sabah,0,0,0,0,0
2020-04-13,Sarawak,0,0,0,0,0
2020-04-13,Selangor,0,0,0,0,0
2020-04-13,Terengganu,0,0,0,0,0
2020-04-13,Kuala Lumpur,0,0,0,0,0
2020-04-13,Labuan,0,0,0,0,0
2020-04-13,Putrajaya,0,0,0,0,0
2020-04-14,Johor,1,0,0,0,0
2020-04-14,Kedah,0,0,0,0,0
2020-04-14,Kelantan,0,0,0,0,0
2020-04-14,Melaka,1,0,0,0,0
2020-04-14,Negeri Sembilan,0,0,0,0,0
2020-04-14,Pahang,0,0,0,0,0
2020-04-14,Perak,0,0,0,0,0
2020-04-14,Perlis,0,0,0,0,0
2020-04-14,Penang,0,0,0,0,0
2020-04-14,Sabah,0,0,0,0,0
2020-04-14,Sarawak,0,0,0,0,0
2020-04-14,Selangor,1,0,0,0,0
2020-04-14,Terengganu,0,0,0,0,0
2020-04-14,Kuala Lumpur,0,0,0,0,0
2020-04-14,Labuan,0,0,0,0,0
2020-04-14,Putrajaya,0,0,0,0,0
2020-04-15,Johor,0,0,0,0,0
2020-04-15,Kedah,0,0,0,0,0
2020-04-15,Kelantan,0,0,0,0,0
2020-04-15,Melaka,0,0,0,0,0
2020-04-15,Negeri Sembilan,0,0,0,0,0
2020-04-15,Pahang,0,0,0,0,0
2020-04-15,Perak,0,0,0,0,0
2020-04-15,Perlis,0,0,0,0,0
2020-04-15,Penang,0,0,0,0,0
2020-04-15,Sabah,0,0,0,0,0
2020-04-15,Sarawak,0,0,0,0,0
2020-04-15,Selangor,1,0,0,0,0
2020-04-15,Terengganu,0,0,0,0,0
2020-04-15,Kuala Lumpur,1,0,0,0,0
2020-04-15,Labuan,0,0,0,0,0
2020-04-15,Putrajaya,0,0,0,0,0
2020-04-16,Johor,0,0,0,0,0
2020-04-16,Kedah,0,0,0,0,0
2020-04-16,Kelantan,0,0,0,0,0
2020-04-16,Melaka,0,0,0,0,0
2020-04-16,Negeri Sembilan,0,0,0,0,0
2020-04-16,Pahang,1,0,0,0,0
2020-04-16,Perak,0,0,0,0,0
2020-04-16,Perlis,0,0,0,0,0
2020-04-16,Penang,0,0,0,0,0
2020-04-16,Sabah,0,0,0,0,0
2020-04-16,Sarawak,0,0,0,0,0
2020-04-16,Selangor,1,0,0,0,0
2020-04-16,Terengganu,0,0,0,0,0
2020-04-16,Kuala Lumpur,0,0,0,0,0
2020-04-16,Labuan,0,0,0,0,0
2020-04-16,Putrajaya,0,0,0,0,0
2020-04-17,Johor,0,0,0,0,0
2020-04-17,Kedah,0,0,0,0,0
2020-04-17,Kelantan,0,0,0,0,0
2020-04-17,Melaka,0,0,0,0,0
2020-04-17,Negeri Sembilan,0,0,0,0,0
2020-04-17,Pahang,0,0,0,0,0
2020-04-17,Perak,0,0,0,0,0
2020-04-17,Perlis,0,0,0,0,0
2020-04-17,Penang,0,0,0,0,0
2020-04-17,Sabah,0,0,0,0,0
2020-04-17,Sarawak,0,0,0,0,0
2020-04-17,Selangor,0,0,0,0,0
2020-04-17,Terengganu,0,0,0,0,0
2020-04-17,Kuala Lumpur,1,0,0,0,0
2020-04-17,Labuan,0,0,0,0,0
2020-04-17,Putrajaya,0,0,0,0,0
2020-04-18,Johor,0,0,0,0,0
2020-04-18,Kedah,0,0,0,0,0
2020-04-18,Kelantan,0,0,0,0,0
2020-04-18,Melaka,0,0,0,0,0
2020-04-18,Negeri Sembilan,0,0,0,0,0
2020-04-18,Pahang,0,0,0,0,0
2020-04-18,Perak,0,0,0,0,0
2020-04-18,Perlis,0,0,0,0,0
2020-04-18,Penang,0,0,0,0,0
2020-04-18,Sabah,0,0,0,0,0
2020-04-18,Sarawak,0,0,0,0,0
2020-04-18,Selangor,0,0,0,0,0
2020-04-18,Terengganu,0,0,0,0,0
2020-04-18,Kuala Lumpur,0,0,0,0,0
2020-04-18,Labuan,0,0,0,0,0
2020-04-18,Putrajaya,0,0,0,0,0
2020-04-19,Johor,1,0,0,0,0
2020-04-19,Kedah,0,0,0,0,0
2020-04-19,Kelantan,0,0,0,0,0
2020-04-19,Melaka,0,0,0,0,0
2020-04-19,Negeri Sembilan,0,0,0,0,0
2020-04-19,Pahang,0,0,0,0,0
2020-04-19,Perak,0,0,0,0,0
2020-04-19,Perlis,0,0,0,0,0
2020-04-19,Penang,0,0,0,0,0
2020-04-19,Sabah,0,0,0,0,0
2020-04-19,Sarawak,0,0,0,0,0
2020-04-19,Selangor,0,0,0,0,0
2020-04-19,Terengganu,0,0,0,0,0
2020-04-19,Kuala Lumpur,0,0,0,0,0
2020-04-19,Labuan,0,0,0,0,0
2020-04-19,Putrajaya,0,0,0,0,0
2020-04-20,Johor,0,0,0,0,0
2020-04-20,Kedah,0,0,0,0,0
2020-04-20,Kelantan,0,0,0,0,0
2020-04-20,Melaka,0,0,0,0,0
2020-04-20,Negeri Sembilan,0,0,0,0,0
2020-04-20,Pahang,0,0,0,0,0
2020-04-20,Perak,0,0,0,0,0
2020-04-20,Perlis,0,0,0,0,0
2020-04-20,Penang,0,0,0,0,0
2020-04-20,Sabah,0,0,0,0,0
2020-04-20,Sarawak,0,0,0,0,0
2020-04-20,Selangor,1,0,0,0,0
2020-04-20,Terengganu,0,0,0,0,0
2020-04-20,Kuala Lumpur,0,0,0,0,0
2020-04-20,Labuan,0,0,0,0,0
2020-04-20,Putrajaya,0,0,0,0,0
2020-04-21,Johor,0,0,0,0,0
2020-04-21,Kedah,0,0,0,0,0
2020-04-21,Kelantan,0,0,0,0,0
2020-04-21,Melaka,0,0,0,0,0
2020-04-21,Negeri Sembilan,0,0,0,0,0
2020-04-21,Pahang,0,0,0,0,0
2020-04-21,Perak,0,0,0,0,0
2020-04-21,Perlis,0,0,0,0,0
2020-04-21,Penang,0,0,0,0,0
2020-04-21,Sabah,0,0,0,0,0
2020-04-21,Sarawak,1,0,0,0,0
2020-04-21,Selangor,0,0,0,0,0
2020-04-21,Terengganu,0,0,0,0,0
2020-04-21,Kuala Lumpur,1,0,0,0,0
2020-04-21,Labuan,0,0,0,0,0
2020-04-21,Putrajaya,0,0,0,0,0
2020-04-22,Johor,0,0,0,0,0
2020-04-22,Kedah,0,0,0,0,0
2020-04-22,Kelantan,0,0,0,0,0
2020-04-22,Melaka,0,0,0,0,0
2020-04-22,Negeri Sembilan,0,0,0,0,0
2020-04-22,Pahang,1,0,0,0,0
2020-04-22,Perak,0,0,0,0,0
2020-04-22,Perlis,0,0,0,0,0
2020-04-22,Penang,0,0,0,0,0
2020-04-22,Sabah,0,0,0,0,0
2020-04-22,Sarawak,1,0,0,0,0
2020-04-22,Selangor,0,0,0,0,0
2020-04-22,Terengganu,0,0,0,0,0
2020-04-22,Kuala Lumpur,0,0,0,0,0
2020-04-22,Labuan,0,0,0,0,0
2020-04-22,Putrajaya,0,0,0,0,0
2020-04-23,Johor,1,0,0,0,0
2020-04-23,Kedah,0,0,0,0,0
2020-04-23,Kelantan,0,0,0,0,0
2020-04-23,Melaka,0,0,0,0,0
2020-04-23,Negeri Sembilan,0,0,0,0,0
2020-04-23,Pahang,0,0,0,0,0
2020-04-23,Perak,0,0,0,0,0
2020-04-23,Perlis,0,0,0,0,0
2020-04-23,Penang,0,0,0,0,0
2020-04-23,Sabah,0,0,0,0,0
2020-04-23,Sarawak,0,0,0,0,0
2020-04-23,Selangor,0,0,0,0,0
2020-04-23,Terengganu,0,0,0,0,0
2020-04-23,Kuala Lumpur,0,0,0,0,0
2020-04-23,Labuan,0,0,0,0,0
2020-04-23,Putrajaya,0,0,0,0,0
2020-04-24,Johor,0,0,0,0,0
2020-04-24,Kedah,0,0,0,0,0
2020-04-24,Kelantan,0,0,0,0,0
2020-04-24,Melaka,0,0,0,0,0
