date,state,cases_new,checkins,unique_ind,unique_loc
2020-04-05,Melaka,14,,,
2020-04-05,Negeri Sembilan,11,,,
2020-04-05,Pahang,7,,,
2020-04-05,Perak,6,,,
2020-04-05,Perlis,1,,,
2020-04-05,Penang,2,,,
2020-04-05,Sabah,13,,,
2020-04-05,Sarawak,15,,,
2020-04-05,Selangor,53,,,
2020-04-05,Terengganu,10,,,
2020-04-05,Kuala Lumpur,27,,,
2020-04-05,Labuan,0,,,
2020-04-05,Putrajaya,1,,,
2020-04-06,Johor,30,,,
2020-04-06,Kedah,3,,,
2020-04-06,Kelantan,1,,,
2020-04-06,Melaka,10,,,
2020-04-06,Negeri Sembilan,8,,,
2020-04-06,Pahang,3,,,
2020-04-06,Perak,6,,,
2020-04-06,Perlis,0,,,
2020-04-06,Penang,0,,,
2020-04-06,Sabah,2,,,
2020-04-06,Sarawak,12,,,
2020-04-06,Selangor,27,,,
2020-04-06,Terengganu,6,,,
2020-04-06,Kuala Lumpur,18,,,
2020-04-06,Labuan,1,,,
2020-04-06,Putrajaya,4,,,
2020-04-07,Johor,10,,,
2020-04-07,Kedah,5,,,
2020-04-07,Kelantan,5,,,
2020-04-07,Melaka,4,,,
2020-04-07,Negeri Sembilan,22,,,
2020-04-07,Pahang,5,,,
2020-04-07,Perak,14,,,
2020-04-07,Perlis,4,,,
2020-04-07,Penang,1,,,
2020-04-07,Sabah,1,,,
2020-04-07,Sarawak,15,,,
2020-04-07,Selangor,50,,,
2020-04-07,Terengganu,0,,,
2020-04-07,Kuala Lumpur,31,,,
2020-04-07,Labuan,1,,,
2020-04-07,Putrajaya,2,,,
2020-04-08,Johor,18,,,
2020-04-08,Kedah,1,,,
2020-04-08,Kelantan,0,,,
2020-04-08,Melaka,13,,,
2020-04-08,Negeri Sembilan,9,,,
2020-04-08,Pahang,3,,,
2020-04-08,Perak,4,,,
2020-04-08,Perlis,0,,,
2020-04-08,Penang,6,,,
2020-04-08,Sabah,7,,,
2020-04-08,Sarawak,18,,,
2020-04-08,Selangor,58,,,
2020-04-08,Terengganu,3,,,
2020-04-08,Kuala Lumpur,14,,,
2020-04-08,Labuan,0,,,
2020-04-08,Putrajaya,2,,,
2020-04-09,Johor,7,,,
2020-04-09,Kedah,2,,,
2020-04-09,Kelantan,1,,,
2020-04-09,Melaka,3,,,
2020-04-09,Negeri Sembilan,11,,,
2020-04-09,Pahang,14,,,
2020-04-09,Perak,4,,,
2020-04-09,Perlis,0,,,
2020-04-09,Penang,0,,,
2020-04-09,Sabah,0,,,
2020-04-09,Sarawak,6,,,
2020-04-09,Selangor,40,,,
2020-04-09,Terengganu,5,,,
2020-04-09,Kuala Lumpur,14,,,
2020-04-09,Labuan,0,,,
2020-04-09,Putrajaya,2,,,
2020-04-10,Johor,20,,,
2020-04-10,Kedah,0,,,
2020-04-10,Kelantan,1,,,
2020-04-10,Melaka,14,,,
2020-04-10,Negeri Sembilan,11,,,
2020-04-10,Pahang,4,,,
2020-04-10,Perak,1,,,
2020-04-10,Perlis,0,,,
2020-04-10,Penang,1,,,
2020-04-10,Sabah,2,,,
2020-04-10,Sarawak,15,,,
2020-04-10,Selangor,30,,,
2020-04-10,Terengganu,3,,,
2020-04-10,Kuala Lumpur,14,,,
2020-04-10,Labuan,0,,,
2020-04-10,Putrajaya,2,,,
2020-04-11,Johor,21,,,
2020-04-11,Kedah,0,,,
2020-04-11,Kelantan,2,,,
2020-04-11,Melaka,8,,,
2020-04-11,Negeri Sembilan,17,,,
2020-04-11,Pahang,27,,,
2020-04-11,Perak,1,,,
2020-04-11,Perlis,0,,,
2020-04-11,Penang,5,,,
2020-04-11,Sabah,10,,,
2020-04-11,Sarawak,7,,,
2020-04-11,Selangor,35,,,
2020-04-11,Terengganu,1,,,
2020-04-11,Kuala Lumpur,46,,,
2020-04-11,Labuan,2,,,
2020-04-11,Putrajaya,2,,,
2020-04-12,Johor,14,,,
2020-04-12,Kedah,0,,,
2020-04-12,Kelantan,1,,,
2020-04-12,Melaka,3,,,
2020-04-12,Negeri Sembilan,9,,,
2020-04-12,Pahang,11,,,
2020-04-12,Perak,1,,,
2020-04-12,Perlis,0,,,
2020-04-12,Penang,2,,,
2020-04-12,Sabah,6,,,
2020-04-12,Sarawak,8,,,
2020-04-12,Selangor,53,,,
2020-04-12,Terengganu,0,,,
2020-04-12,Kuala Lumpur,44,,,
2020-04-12,Labuan,0,,,
2020-04-12,Putrajaya,1,,,
2020-04-13,Johor,21,,,
2020-04-13,Kedah,0,,,
2020-04-13,Kelantan,2,,,
2020-04-13,Melaka,0,,,
2020-04-13,Negeri Sembilan,42,,,
2020-04-13,Pahang,0,,,
2020-04-13,Perak,3,,,
2020-04-13,Perlis,0,,,
2020-04-13,Penang,0,,,
2020-04-13,Sabah,14,,,
2020-04-13,Sarawak,6,,,
2020-04-13,Selangor,13,,,
2020-04-13,Terengganu,4,,,
2020-04-13,Kuala Lumpur,27,,,
2020-04-13,Labuan,0,,,
2020-04-13,Putrajaya,2,,,
2020-04-14,Johor,8,,,
2020-04-14,Kedah,0,,,
2020-04-14,Kelantan,0,,,
2020-04-14,Melaka,3,,,
2020-04-14,Negeri Sembilan,2,,,
2020-04-14,Pahang,11,,,
2020-04-14,Perak,3,,,
2020-04-14,Perlis,1,,,
2020-04-14,Penang,3,,,
2020-04-14,Sabah,5,,,
2020-04-14,Sarawak,15,,,
2020-04-14,Selangor,50,,,
2020-04-14,Terengganu,0,,,
2020-04-14,Kuala Lumpur,69,,,
2020-04-14,Labuan,0,,,
2020-04-14,Putrajaya,0,,,
2020-04-15,Johor,14,,,
2020-04-15,Kedah,1,,,
2020-04-15,Kelantan,0,,,
2020-04-15,Melaka,0,,,
2020-04-15,Negeri Sembilan,1,,,
2020-04-15,Pahang,17,,,
2020-04-15,Perak,0,,,
2020-04-15,Perlis,0,,,
2020-04-15,Penang,0,,,
2020-04-15,Sabah,0,,,
2020-04-15,Sarawak,8,,,
2020-04-15,Selangor,17,,,
2020-04-15,Terengganu,0,,,
2020-04-15,Kuala Lumpur,27,,,
2020-04-15,Labuan,0,,,
2020-04-15,Putrajaya,0,,,
2020-04-16,Johor,13,,,
2020-04-16,Kedah,0,,,
2020-04-16,Kelantan,1,,,
2020-04-16,Melaka,0,,,
2020-04-16,Negeri Sembilan,26,,,
2020-04-16,Pahang,8,,,
2020-04-16,Perak,1,,,
2020-04-16,Perlis,0,,,
2020-04-16,Penang,0,,,
2020-04-16,Sabah,3,,,
2020-04-16,Sarawak,16,,,
2020-04-16,Selangor,13,,,
2020-04-16,Terengganu,2,,,
2020-04-16,Kuala Lumpur,26,,,
2020-04-16,Labuan,0,,,
2020-04-16,Putrajaya,1,,,
2020-04-17,Johor,9,,,
2020-04-17,Kedah,0,,,
2020-04-17,Kelantan,0,,,
2020-04-17,Melaka,1,,,
2020-04-17,Negeri Sembilan,13,,,
2020-04-17,Pahang,1,,,
2020-04-17,Perak,1,,,
2020-04-17,Perlis,0,,,
2020-04-17,Penang,0,,,
2020-04-17,Sabah,5,,,
2020-04-17,Sarawak,10,,,
2020-04-17,Selangor,9,,,
2020-04-17,Terengganu,0,,,
2020-04-17,Kuala Lumpur,19,,,
2020-04-17,Labuan,1,,,
2020-04-17,Putrajaya,0,,,
2020-04-18,Johor,16,,,
2020-04-18,Kedah,0,,,
2020-04-18,Kelantan,0,,,
2020-04-18,Melaka,0,,,
2020-04-18,Negeri Sembilan,3,,,
2020-04-18,Pahang,2,,,
2020-04-18,Perak,0,,,
2020-04-18,Perlis,0,,,
2020-04-18,Penang,0,,,
2020-04-18,Sabah,10,,,
2020-04-18,Sarawak,6,,,
2020-04-18,Selangor,2,,,
2020-04-18,Terengganu,1,,,
2020-04-18,Kuala Lumpur,14,,,
2020-04-18,Labuan,0,,,
2020-04-18,Putrajaya,0,,,
2020-04-19,Johor,3,,,
2020-04-19,Kedah,0,,,
2020-04-19,Kelantan,0,,,
2020-04-19,Melaka,37,,,
2020-04-19,Negeri Sembilan,0,,,
2020-04-19,Pahang,5,,,
2020-04-19,Perak,0,,,
2020-04-19,Perlis,0,,,
2020-04-19,Penang,0,,,
2020-04-19,Sabah,3,,,
2020-04-19,Sarawak,5,,,
2020-04-19,Selangor,3,,,
2020-04-19,Terengganu,0,,,
2020-04-19,Kuala Lumpur,19,,,
2020-04-19,Labuan,0,,,
2020-04-19,Putrajaya,9,,,
2020-04-20,Johor,2,,,
2020-04-20,Kedah,0,,,
2020-04-20,Kelantan,0,,,
2020-04-20,Melaka,2,,,
2020-04-20,Negeri Sembilan,3,,,
2020-04-20,Pahang,2,,,
2020-04-20,Perak,0,,,
2020-04-20,Perlis,0,,,
2020-04-20,Penang,0,,,
2020-04-20,Sabah,2,,,
2020-04-20,Sarawak,6,,,
2020-04-20,Selangor,2,,,
2020-04-20,Terengganu,0,,,
2020-04-20,Kuala Lumpur,4,,,
2020-04-20,Labuan,0,,,
2020-04-20,Putrajaya,13,,,
2020-04-21,Johor,1,,,
2020-04-21,Kedah,0,,,
2020-04-21,Kelantan,0,,,
2020-04-21,Melaka,1,,,
2020-04-21,Negeri Sembilan,1,,,
2020-04-21,Pahang,8,,,
2020-04-21,Perak,0,,,
2020-04-21,Perlis,0,,,
2020-04-21,Penang,0,,,
2020-04-21,Sabah,0,,,
2020-04-21,Sarawak,22,,,
2020-04-21,Selangor,11,,,
2020-04-21,Terengganu,0,,,
2020-04-21,Kuala Lumpur,13,,,
2020-04-21,Labuan,0,,,
2020-04-21,Putrajaya,0,,,
2020-04-22,Johor,3,,,
2020-04-22,Kedah,1,,,
2020-04-22,Kelantan,0,,,
2020-04-22,Melaka,1,,,
2020-04-22,Negeri Sembilan,2,,,
2020-04-22,Pahang,6,,,
2020-04-22,Perak,0,,,
2020-04-22,Perlis,0,,,
2020-04-22,Penang,0,,,
2020-04-22,Sabah,0,,,
2020-04-22,Sarawak,19,,,
2020-04-22,Selangor,1,,,
2020-04-22,Terengganu,0,,,
2020-04-22,Kuala Lumpur,16,,,
2020-04-22,Labuan,0,,,
2020-04-22,Putrajaya,1,,,
2020-04-23,Johor,3,,,
2020-04-23,Kedah,0,,,
2020-04-23,Kelantan,0,,,
2020-04-23,Melaka,0,,,
2020-04-23,Negeri Sembilan,20,,,
2020-04-23,Pahang,1,,,
2020-04-23,Perak,0,,,
2020-04-23,Perlis,0,,,
2020-04-23,Penang,0,,,
2020-04-23,Sabah,1,,,
2020-04-23,Sarawak,4,,,
2020-04-23,Selangor,12,,,
2020-04-23,Terengganu,1,,,
2020-04-23,Kuala Lumpur,29,,,
2020-04-23,Labuan,0,,,
2020-04-23,Putrajaya,0,,,
2020-04-24,Johor,4,,,
2020-04-24,Kedah,0,,,
2020-04-24,Kelantan,0,,,
2020-04-24,Melaka,3,,,
2020-04-24,Negeri Sembilan,2,,,
2020-04-24,Pahang,1,,,
2020-04-24,Perak,0,,,
2020-04-24,Perlis,0,,,
2020-04-24,Penang,0,,,
2020-04-24,Sabah,2,,,
2020-04-24,Sarawak,9,,,
2020-04-24,Selangor,18,,,
2020-04-24,Terengganu,0,,,
2020-04-24,Kuala Lumpur,49,,,
2020-04-24,Labuan,0,,,
2020-04-24,Putrajaya,0,,,
2020-04-25,Johor,0,,,
2020-04-25,Kedah,0,,,
2020-04-25,Kelantan,0,,,
2020-04-25,Melaka,0,,,
2020-04-25,Negeri Sembilan,0,,,
2020-04-25,Pahang,1,,,
2020-04-25,Perak,0,,,
2020-04-25,Perlis,0,,,
2020-04-25,Penang,0,,,
2020-04-25,Sabah,0,,,
2020-04-25,Sarawak,10,,,
2020-04-25,Selangor,1,,,
2020-04-25,Terengganu,0,,,
2020-04-25,Kuala Lumpur,39,,,
2020-04-25,Labuan,0,,,
2020-04-25,Putrajaya,0,,,
2020-04-26,Johor,4,,,
2020-04-26,Kedah,0,,,
2020-04-26,Kelantan,0,,,
2020-04-26,Melaka,1,,,
2020-04-26,Negeri Sembilan,1,,,
2020-04-26,Pahang,0,,,
2020-04-26,Perak,0,,,
2020-04-26,Perlis,0,,,
2020-04-26,Penang,2,,,
2020-04-26,Sabah,0,,,
2020-04-26,Sarawak,7,,,
2020-04-26,Selangor,6,,,
2020-04-26,Terengganu,0,,,
2020-04-26,Kuala Lumpur,16,,,
2020-04-26,Labuan,0,,,
2020-04-26,Putrajaya,1,,,
2020-04-27,Johor,0,,,
2020-04-27,Kedah,0,,,
2020-04-27,Kelantan,0,,,
2020-04-27,Melaka,0,,,
2020-04-27,Negeri Sembilan,1,,,
2020-04-27,Pahang,0,,,
2020-04-27,Perak,1,,,
2020-04-27,Perlis,0,,,
2020-04-27,Penang,0,,,
2020-04-27,Sabah,1,,,
2020-04-27,Sarawak,3,,,
2020-04-27,Selangor,4,,,
2020-04-27,Terengganu,0,,,
2020-04-27,Kuala Lumpur,30,,,
2020-04-27,Labuan,0,,,
2020-04-27,Putrajaya,0,,,
2020-04-28,Johor,1,,,
2020-04-28,Kedah,0,,,
2020-04-28,Kelantan,0,,,
2020-04-28,Melaka,0,,,
2020-04-28,Negeri Sembilan,1,,,
2020-04-28,Pahang,0,,,
2020-04-28,Perak,0,,,
2020-04-28,Perlis,0,,,
2020-04-28,Penang,0,,,
2020-04-28,Sabah,1,,,
2020-04-28,Sarawak,8,,,
2020-04-28,Selangor,5,,,
2020-04-28,Terengganu,0,,,
2020-04-28,Kuala Lumpur,14,,,
2020-04-28,Labuan,0,,,
2020-04-28,Putrajaya,1,,,
2020-04-29,Johor,0,,,
2020-04-29,Kedah,0,,,
2020-04-29,Kelantan,0,,,
2020-04-29,Melaka,0,,,
2020-04-29,Negeri Sembilan,72,,,
2020-04-29,Pahang,5,,,
2020-04-29,Perak,0,,,
2020-04-29,Perlis,0,,,
2020-04-29,Penang,0,,,
2020-04-29,Sabah,2,,,
2020-04-29,Sarawak,6,,,
2020-04-29,Selangor,1,,,
2020-04-29,Terengganu,0,,,
2020-04-29,Kuala Lumpur,8,,,
2020-04-29,Labuan,0,,,
2020-04-29,Putrajaya,0,,,
2020-04-30,Johor,3,,,
2020-04-30,Kedah,0,,,
2020-04-30,Kelantan,0,,,
2020-04-30,Melaka,5,,,
2020-04-30,Negeri Sembilan,5,,,
2020-04-30,Pahang,1,,,
2020-04-30,Perak,0,,,
2020-04-30,Perlis,0,,,
2020-04-30,Penang,0,,,
2020-04-30,Sabah,0,,,
2020-04-30,Sarawak,5,,,
2020-04-30,Selangor,27,,,
2020-04-30,Terengganu,0,,,
2020-04-30,Kuala Lumpur,10,,,
2020-04-30,Labuan,0,,,
2020-04-30,Putrajaya,1,,,
2020-05-01,Johor,3,,,
2020-05-01,Kedah,0,,,
2020-05-01,Kelantan,0,,,
2020-05-01,Melaka,1,,,
2020-05-01,Negeri Sembilan,0,,,
2020-05-01,Pahang,3,,,
2020-05-01,Perak,0,,,
2020-05-01,Perlis,0,,,
2020-05-01,Penang,0,,,
2020-05-01,Sabah,0,,,
2020-05-01,Sarawak,2,,,
2020-05-01,Selangor,24,,,
2020-05-01,Terengganu,0,,,
2020-05-01,Kuala Lumpur,32,,,
2020-05-01,Labuan,0,,,
2020-05-01,Putrajaya,4,,,
2020-05-02,Johor,1,,,
2020-05-02,Kedah,0,,,
2020-05-02,Kelantan,0,,,
2020-05-02,Melaka,2,,,
2020-05-02,Negeri Sembilan,8,,,
2020-05-02,Pahang,8,,,
2020-05-02,Perak,0,,,
2020-05-02,Perlis,0,,,
2020-05-02,Penang,0,,,
2020-05-02,Sabah,0,,,
2020-05-02,Sarawak,9,,,
2020-05-02,Selangor,63,,,
2020-05-02,Terengganu,0,,,
2020-05-02,Kuala Lumpur,14,,,
2020-05-02,Labuan,0,,,
2020-05-02,Putrajaya,0,,,
2020-05-03,Johor,0,,,
2020-05-03,Kedah,0,,,
2020-05-03,Kelantan,0,,,
2020-05-03,Melaka,3,,,
2020-05-03,Negeri Sembilan,71,,,
2020-05-03,Pahang,0,,,
2020-05-03,Perak,0,,,
2020-05-03,Perlis,0,,,
2020-05-03,Penang,0,,,
2020-05-03,Sabah,1,,,
2020-05-03,Sarawak,5,,,
2020-05-03,Selangor,11,,,
2020-05-03,Terengganu,0,,,
2020-05-03,Kuala Lumpur,30,,,
2020-05-03,Labuan,0,,,
2020-05-03,Putrajaya,1,,,
2020-05-04,Johor,0,,,
2020-05-04,Kedah,0,,,
